"Chiste","Anotación"
" A un astronauta le pidieron ir al espacio para ayudar a un robot que se había quedado varado, pero resultó ser que el robot estaba allí escondido por su amigo para evitar que el dueño de la tienda lo vendiera porque no tenía papeles.","1"
"3 perros se encuentran en una biblioteca y uno de ellos pregunta ¿Qué es el amor? El segundo le dice que es un libro del autor que todos conocen pero no conoce su nombre. Y el tercero respondió: Lo conozco muy bien, me lo compraste a mi amiga.","1"
" ¿Qué hace un astronauta cuando tiene frío en el espacio? Busca su abrigo.","2"
"Un científico crea una máquina del tiempo y viaja a la Edad Media para pedir ayuda a un monje: ""¿Qué pasa si alguien pilla mi invento?"" - El monje le responde: ""Muy fácil, lo ponemos en un castillo"".","1"
"Un doctor le da a su paciente una píldora para que se cure de la enfermedad. Al día siguiente el paciente regresa al médico, pero en lugar de estar bien tiene ahora un pájaro colgado del cuello. ""Lo siento"", dice el médico, ""parece ser que estaba más enfermo de lo pensaba"".","1"
"Un hombre pide un café para llevar en una cafetería, pero el vendedor le dice que el precio es de 100 euros por taza. El cliente se sorprende y le pregunta: ""¿Es porque hay oro?"" ""No"", le responde el vendedor, ""es porque es solo un espresso"".","1"
"Un tipo le dice a su amigo ""hoy me comí una pizza gigante con la corteza más grande que he visto en mi vida"". Su amigo le preguntó qué fue lo peor de eso: respondió que se quedó atrapado debajo.","1"
"Un tipo le dice al veterinario ""mi perrito se comió una caja de cerillas"". El doctor se ríe: ""¡eso es lo que llamamos 'una chispa' entre ustedes!"".","1"
"El perro llega con la cuenta en la tienda: ""Un hot dog, una cerveza y una pelota"".","2"
" Un perro aprendió a volar, pero nunca llegó lejos porque se olvidó de traer las patinetas.","1"
"Mi amigo me confesó que le gustaba cocinar pero solo para sus mascotas. Me dijo: ""Las gatitas son muy exigentes cuando es hora de la cena"".","1"
" Un científico anuncia haber descubierto una forma de comunicarse con los dinosaurios. Acepta el reto un valiente periodista que se traslada al laberinto de tiempo en busca de la información más impactante. Al llegar, no encuentra a nadie.","1"
"Un día en el zoológico, un león preguntó al cuidador: ¿Qué hay de comer hoy?. El cuidador le dijo: ¡Tú eres el plato!","1"
"Compré una tortuga para mi casa pero me da la impresión de que está esperando a algo.","3"
" Un perro se pone la camiseta de su dueño para impresionar a una perra en el parque. La perra le dice: ""Eso es genial, pero no te olvides que tienes un collar alrededor del cuello"".","1"
"Un hombre fue a una tienda de ropa y le preguntó al vendedor: ""¿Tiene algo para un novato en la moda?"" El vendedor respondió: ""Tenemos algunas camisetas de básquetbol.""","2"
"Un científico genial descubrió la fórmula para convertir un león en una caja de cerillas. Lo probó con su gato, pero sólo obtuvo una caja vacía.","1"
"Un médico le dijo a su paciente que estaba bien, pero que era un poco ""loc@"". El paciente se sintió herido e iba a llevarlo ante el consejo de ética.","1"
"¿Qué le pasa a la computadora que está en el gimnasio? Se la están entrenando.","3"
" Un día el perro decidió aprender a leer, pero al principio solo podía leer las palabras ""¡Vete de aquí!"" en cada libro que tomaba del estante.","1"
"Un día un gato se fue de vacaciones a su casa de campo y dijo a su amigo: ""¡Voy a ir de caza para capturar más ratas!"". Su amiga le preguntó: ""¿Cómo planeas hacerlo?"" El gato respondió: ""No me preocupan las ratas. Lo que quiero es descansar en el sofá"".","1"
"Un hombre se levantó temprano para ver el sol naciente, pero estaba tan cansado que se durmió antes de poder verlo, entonces vio un leoncito en su cama con una camiseta que decía ""soñar con la aurora"".","1"
"Se presentó a la oruga ante el psicólogo por su constante comportamiento de comer hojas.","2"
"Un científico viaja en el tiempo hasta la época de los dinosaurios y se encuentra con un triceratops: ""¿Qué haces aquí?"", le pregunta al triceratops. ""Vengo a cambiar el curso de la historia"", responde el científico, pero se tropieza y cae rodando por una colina.","1"
" Si el agua fuera un deporte, los peces serían velocistas.","3"
"Un hombre entra en una tienda de mascotas y pide a la dueña un perro que cante con él en su banda musical: ""¿Tiene uno que pueda ser vocalista?"", le pregunta. La respuesta es que sí, tiene uno que canturrea el tema principal mientras hace una pausa para tomar una taza de té.","1"
"La señora Gato le pide al dueño de la casa que le compre un nuevo gatito para su cumpleaños y dice: ""Es mi pasión tenerlos todos"".","1"
"¿Por qué los perros van al psicólogo? Porque están locos. Y su dueño también.","3"
"Una ardilla entra en una peluquería y pide un corte de pelo, pero el dueño le dice que no lo atiende porque está llena de frutas secas.","1"
"Un científico acaba de inventar una máquina que puede viajar por el tiempo. Su primer destino es el futuro. Cuando regresa, le preguntan cómo fue su experiencia. ""Fue horrorosa"", dice con lágrimas en los ojos. ""¿Por qué?"". ""Nadie usa billetes"".","1"
"¿Qué le pasó al perro que quería ser cantante? Nunca aprendió a tocar el bajo. Ahora solo está a la orquesta.","1"
"Un hombre se pelea con un cactus porque creía que era una brujita.","1"
"Un día, una tortuga se sentó en la orilla del mar para tomar un baño de olas. Al volver a la superficie, exclamó: ""¡Esto es el clásico!""","1"
" Una tortuga va a una entrevista de trabajo y le preguntan si puede trabajar en un equipo bajo presión, responde: ""¡Sí! Como estoy acostumbrado a esperar a que me toquen el turno en la comida del restaurante.""","2"
"Un gato entra a un bar con un sombrero de copa y dice ""¿Hay alguien aquí que sea más viejo que yo? Me parece que el dueño ya no sirve"".","1"
" Llegué a una tienda y vi un reloj con un precio muy raro, le pregunté al dueño y me respondió que era por su cumpleaños, entonces le pregunté qué iba a regalarle a él.","1"
"Una persona se va a la tienda y le pide al encargado ""Dame una taza de agua caliente, pero no la toques""","1"
"¿Qué hace un león en una fiesta? Se comporta como un rey.","1"
"Un tipo le pregunta a su amigo: ""¿Por qué el gato se fue?"" Su amigo responde: ""Porque había una fiesta de perros en la casa del vecino"".","1"
" Un astronauta fue al parque de diversiones y le dijeron ""¿Te gustan las ruedas de la fortuna?"" Él respondió: ""He visto bastante a mis espaldas.""","1"
"¿Por qué el lápiz se fue al médico? Porque tenía un problema en su tinta y lo estaba pasando mal para escribir bien.","2"
"¿Qué hace una ballena en el baile de fin de año? Baila con todo su mundo.","1"
"2 gatos juegan ajedrez, pero uno de ellos siempre se olvida de que es blanco.","2"
"¿Por qué la computadora va al médico? Le duele la RAM.","2"
"Un doctor le dice a su paciente: ""Tiene un problema de comunicación, su cerebro se comunica con el cuerpo pero no se entienden.""","2"
"¿Por qué los gatos siempre ganan en juegos de azar? Porque son maestros de la suerte, dicen.","1"
"¿Por qué las computadoras son como los perros? Son fáciles de entrenar pero no pueden hacer su propio trabajo.","2"
"Un astronauta fue al doctor porque tenía la cabeza llena de estrellas.","2"
"Un científico descubrió una especie de bacterias que vivían en un planeta cercano, pero lo que encontró fue que estas bacterias se alimentaban de las emociones humanas. Le contaron a la prensa: ""Aparecieron las primeras formas de vida en otros planetas, y son unas verdaderas vampirisas"".","1"
" El astronauta fue a la estrella más lejana y encontró una civilización de personas que hablaban en español. Les preguntó: ¿Por qué no se van? ""Porque estamos esperando que se acabe esta telenovela"".","2"
"¿Qué hace un astronauta cuando llega a la Tierra después de un viaje largo? Le dan de alta en el seguro médico.","2"
"Si un científico llega a la luna y se le cae el vaso de agua, ¿qué diría? ""Estoy fuera de este mundo"".","2"
"Un astronauta le pregunta al piloto de la nave espacial: ¿Sabes a dónde vamos ahora?. El piloto responde: No, pero estamos cerca de la zona de ""no comunicación"".","1"
" ¿Cómo se llama a un astronauta que se ha perdido en la luna?  Un lunático.","3"
" ¿Por qué la computadora se fue a terapia? Era un poco lenta para procesar su estrés.","2"
" ¿Qué le pasa a los ordenadores después de la medianoche? Se derrumban y no levantan hasta que termina el trabajo.","1"
"Un astronauta llegó a Marte después de 6 meses en el espacio. Al bajarse del cohete le gritaron: ""¿Cómo estás?"". Él contestó, llorando: ""Me duele la espalda y me duele la cabeza"".","1"
"Un perro entra a una biblioteca y pregunta: ""¿Dónde está la sección de mordiscos?""","3"
"Un perro entero es igual a cuánto mide un cero?","1"
"¿Por qué los ordenadores son como las mujeres? Porque te necesitan reiniciar regularmente.","2"
"Un anciano pidió al médico que le diera un medicamento para recordar dónde colocaba los objetos, pero el médico se rió y dijo ""No existe tal medicamento"" y entonces el anciano preguntó ""¿Qué hay de memoria?"" y el médico se rió otra vez y dijo: ""Eso no es un medicamento, es su memoria"".","1"
"Un hombre se enamora de una mujer inteligente y decide llevarla al museo. Ella mira cada obra y dice: ""Es genial"". Cuando terminan, el hombre le pregunta si le gustó algo; ella responde: ""No, solo me refería a que es genial que lo hayan pintado tan bien"".","1"
"¿Por qué la computadora no fue a su cita? No encontró la red de contactos.","3"
"¿Por qué los árboles no pueden ser músicos? ¡Porque siempre caen en la melodía!","2"
"Un científico acaba de descubrir una forma de comunicarse con los gatos. ""¿Qué quiere decir?"" le pregunta a un gato. ""Que me des tus gafas"", responde el gato.","1"
"¿Qué hizo el perro con su computadora? Se la vendió a un gato en línea.","2"
"Un astronauta fue al médico después de regresar a la tierra, el doctor le preguntó si sufría de mareo espacial, él respondió que solo era un poco ""estelar"".","1"
" Un robot llegó a la tierra con un avión espacial. Una mujer le preguntó: ""Eres de dónde"".","1"
"¿Qué hay que hacer para que una computadora sea feliz? Darle forma de cuadrado.","1"
"Un tipo va a un restaurante y le pide al mesero que le sirva una taza de té helado. ""¿No está eso lo mismo que un cubito de hielo en una taza de té?"" le pregunta el mesero. ""Sí"", le responde el cliente, ""pero por menos dinero"".","1"
"Un médico le pide a su paciente que se estire para examinarlo mejor.","1"
"2 ratones se subieron a una computadora; uno de ellos le dijo al otro ""este es el fin""; y luego ambos desaparecieron.","1"
"Un perro pregunta a su dueño, ""¿Por qué me llamas fido si no soy fiel?"" El dueño responde, ""Bueno... porque sí lo eres, solo de vez en cuando"".","1"
"Un hombre se sienta en un restaurante y pide una hamburguesa con mayonesa. Le preguntan: ""¿Quieres la mayonesa de pollo o de atún?"" Respondió: ""Quiero la que sea menos sospechosa.""","1"
"3 astronautas llegan al planeta azul para explorarlo. Descubren que todo está hecho de gelatina y deciden regresar a la Tierra antes de comérselos.","1"
" Se presentó un perro en el zoológico y dijo ""¡Quiero irme! ¡Quiero ser estrella de cine!"" El director le contestó: ""Eres un animal, no una actriz"".","1"
"Me he casado con mi mejor amiga: por fin puedo molestarla y estar tranquilo.","1"
" ¿Qué le pide el gato al veterinario? ""No me la puedo quedar, tengo que irme a tomar el té"".","1"
"Por qué un búfalo nunca fue boxeador? Nunca pudo parar las golpizas.","2"
"¿Por qué la computadora no puede jugar fútbol? Porque tiene una baja visión de campo.","3"
"¿Qué le dice un gato a su perro amigo cuando se acaba la comida? ""Esto es purr-manente una crisis.""","1"
" Los científicos descubren la fórmula para crear algo a partir de nada y así pueden hacerlo con la comida que les quedaba al final del fin de semana.","1"
" El señor X llamó al teléfono móvil para preguntar sobre el costo de un servicio. Contestó una voz grabada: ""Por favor, marque el uno"". ¿Qué hizo? Marque el uno para saber qué es lo que hay que pagar por marcar.","1"
" El doctor le dijo al paciente que lo estaba operando para cambiarle el cerebro. ¡Se sintió aliviado de verdad! Se imaginaba con un cerebro nuevo, capaz de hacer todo bien.","1"
"Un astronauta llegó a la luna y dijo ""¡Estoy aquí para conquistar tu corazón! El astro dio una sonrisa tímida pero decidió quedarse con el pan que le ofreció.","1"
"Una persona que tiene suerte con las mujeres en Tinder es el hombre con la foto del perro en el perfil porque a nadie le importa si él está allí.","1"
"Un científico viajó en el tiempo y se encontró con un dinosaurio. Le dijo ""tú vives aquí"" y este le contestó ""siempre, pero yo sé qué es una cuarentena"".","1"
"El científico viajó a la Luna con una máquina para hacer pizza. Al llegar al planeta, se dio cuenta de que el recipiente había explotado, causando un gran agujero. Se disculpó con sus colegas y les explicó que tenía ""una masa problemática"".","1"
"Se le preguntó a un niño qué quería ser cuando creciera, contestó ""un lápiz"". Le dijeron: ""¿un lapicero?"". La respuesta fue sí, de una marca de calidad.","1"
"Un perro conoce la palabra ""detrás"". La entiende perfectamente, pero no puede pronunciarla.","1"
" Un león va al dentista, tiene dolor de muelas, el dentista le pide que abra la boca, no puede porque la ha cerrado con goma.","1"
" La forma en que un perro aprende a nadar es muy simple: se sumerge hasta que lo hunden.","1"
"¿Qué le pasó a la computadora? Se hizo una ""corrección"" muy grande. Ahora no funciona más.","1"
"¿Qué hace una computadora que no quiere ir al médico? No tiene problemas técnicos.","1"
"Un grupo de amigos decidió jugar con un robot que podía leer y escribir en cualquier idioma del mundo, pero siempre respondía en español.","1"
"Un hombre le dice a otro, con cara seria, que ha descubierto el secreto para dormir soñando con peces. El otro le pregunta: ""¿Y cuál es el secreto?"" La respuesta es simplemente ""No sabes nadar"".","1"
"¿Qué hace el perro en la biblioteca? Se llama a sí mismo ""lector apasionado"".","1"
"Un hombre lleva a su gato al veterinario porque dice que tiene algo grave: un ruido extraño en el estómago del animal. El veterinario le dice ""no me preocupa, es solo una cucaracha dentro"".","1"
"Un astronauta fue al médico después de su viaje a la luna y le dijo que tenía un trastorno psicológico llamado ""sueño lunar"" porque siempre veía lunas en su casa.","1"
"Un hombre le pidió a su amigo que guardara un secreto, y éste le contestó: ""No puedo prometer nada... tengo miedo de que lo recuerde.""","1"
"Llevo cinco años intentando aprender karate, pero solo puedo hacerle daño a los pinos.","1"
"¿Por qué el científico fracasado se puso de mal humor? Porque la fórmula para una reacción química no funcionaba.","2"
"Un médico le pregunta a un paciente: ¿Qué síntoma tiene cuando tose? El hombre responde: ¡Sangrado!","1"
" Un hombre se despertó una mañana con su casa infestada de ratas, decidió llamar a un exterminador que le dijo ""No te preocupes, las limpiaré en unas horas"". El hombre dijo: ""¡Genial! Las he estado esperando"".","1"
"Un tipo fue a comprar una gallina pero le dijeron que ya no tenían disponibles las especies normales de aves, solo había una que volaba muy rápido. Le pidieron verla. Al entrar al cuarto donde estaba la gallina, el hombre vio una página con instrucciones: ""Mantén a esta gallina en un estado de ebullición constantemente"".","1"
"Cada mañana, el gato le preguntaba al dueño si era hora de salir a buscar ratas. Un día, cuando fue la hora, no dijo nada, pero lo siguió hasta la puerta. El dueño le preguntó: ""¿No quieres ir a buscar ratas?"", y él respondió: ""Ya he encontrado una"".","1"
"Un científico inventa una máquina que permite viajar en el tiempo. Viaja al futuro y ve a la humanidad como seres inteligentes, capaces de controlar su destino. Se vuelve triste porque piensa: ""¡Eso fue lo que quería hacer!"".","1"
" Por qué la pizza es como un novio: por fuera está guapo pero por dentro no lo es.","2"
"Si el pescado tiene una cita, ¿qué lleva de aperitivo?","1"
"Un hombre entra en una tienda de mascotas y dice: ""Quiero un perro que me ayude a leer el periódico"". La vendedora le responde: ""Tiene ese tipo de perros pero es un poco desganado, se queda dormido con la noticia"".","1"
"Un hombre vio a una anciana pescando en el río. Le preguntó cómo hacía para capturar tiburones con tan poco anzuelo, respondió que eran peces de buena voluntad.","1"
"¿Qué tipo de máquina le hace a un gato feliz pero a su dueño triste? Una aspiradora.","1"
"Un hombre le pide a su esposa que deje de leer novelas románticas porque dice que la están volviendo loca. Ella le responde: ""¿Por qué tendría que dejarlas si me hacen sentir viva?""","1"
"¿Por qué los científicos son malos cocineros? porque a ellos les gusta hacer experimentos.","2"
"¿Por qué el ordenador estaba triste? Porque tenía una sesión de desbloqueo.","1"
"Por qué las computadoras no se casan: porque le dan demasiadas peticiones en línea.","2"
"Un doctor le dice a su paciente que está enfermo de amor y el paciente le responde ""¿Qué tiene eso? ¡Eso es un golpe bajo!""","1"
"Un hombre le dice a un perro, ""¡Vete de aquí!"" Y el perro contesta: ""Pero si estoy en mi casa"".","1"
"Le pregunté a mi amigo por qué siempre come la mitad del pan de su sandwich, él me dijo que es para no comerse todo el secreto.","1"
" Una caja de galletas se presentó a un psicólogo, dijo ""Me siento abrumada por todos los que comen conmigo"".","1"
"¿Qué hicieron los científicos después de descubrir la vida extraterrestre? La enviaron a la oficina de impuestos para pagar sus deudas planetarias.","1"
"Un hombre se acerca a una tienda de mascotas y le dice al vendedor: ""Quiero comprar un perro que pueda nadar"". El vendedor le responde: ""Eso es fácil, ¿quiere un pez?"".","1"
"¿Por qué los ordenadores no pueden usar las redes sociales? No tienen amigos en línea.","1"
"Un robot se peleó con su pareja porque le compró un teléfono nuevo.","1"
" ¿Por qué se fue el astronauta a la luna? Quería encontrar una excusa para no hacer sus tareas.","1"
"¿Qué comida es como un amor apasionado? La pizza. Tanto la cuesta hasta que se enfrié.","1"
"¿Qué dijo el robot al hacer una pregunta incorrecta? ¡""No puedo responder a eso, es una pregunta tonta!""","1"
" Por qué los ordenadores no funcionan en el bar de los abuelos: porque tienen muchas cargas de malicia.","1"
"En un taller mecánico le preguntaron a un mecánico ¿qué es lo que más gusta hacerle a sus clientes? Él respondió que hacerles creer que les va a gustar.","2"
" ¿Qué le pasa al gato cuando no tiene dinero? No puede permitirse las cosas que lo hacen feliz.","1"
" Un científico se levantó después de hacer un experimento nuclear: ""Estoy preocupado, acabo de fusionar átomos, pero no logré fisionar mi deuda.""","1"
"¿Qué piensa un gato cuando come? ""Este es el mejor momento de mi vida, pero luego vendrá la digestión"".","1"
"Un hombre se somete a una operación para convertirse en un pez y después de la cirugía, lo primero que dice es ""Estoy listo para nadar"".","1"
" Un hombre entra en un bar con su perro, que lleva puesto un sombrero. El dueño del bar le pregunta: ""¿Por qué pusole ese sombrero?"" y el cliente responde: ""Para que él también se sienta como un adulto"".","1"
"¿Por qué el ordenador no puede ir al gimnasio? Preguntó a una máquina de escribir que era su entrenadora: ""Voy a necesitar más memoria"".","2"
"Un científico crea una máquina del tiempo pero termina en un lugar extraño y le pide a alguien por qué tiene un gran reloj en el estómago.","1"
"3 tipos de personas comen una manzana cruda para desayunar: los que no saben cocinar, los que están en dieta y los que son cibergatos.","1"
" ¿Por qué los computadoras nunca van a nadar? Porque pueden ahogarse.","1"
"¿Por qué los científicos del espacio no querían que su perro explorara las galaxias? Porque él siempre estaba en un ""mundo"" de problemas.","1"
"Un pirata pregunta a la botella de ron ""¿Por qué estás llorando?"" La botella contesta ""Porque estoy destilando mi tristeza"".","1"
"El director de la escuela le pregunta a un alumno:  —A ver, Luis, ¿cómo te imaginas la escuela ideal?  —Cerrada, señor director, cerrada. ","5"
"En clase de arte la maestra está enseñando cómo se hacen los colores.  —Mercedes, ¿cómo se hace el rosa?  —Con rojo y blanco —responde Mercedes.  —Bien. Juan, ¿cómo se hace el azul cielo?  —Con azul oscuro y blanco —responde Juan.  —Perfecto. Miguelito, ¿cómo se hace el café?  —Y Miguelito, muy concentrado, contesta:  —¿Solo o con leche? ","5"
"—María, ¿cuánto es 4 por 4?  —Empate.—¡Mal! A ver una más fácil. ¿Cuánto es 2 por 1?  —Oferta. ","5"
"En la clase de matemáticas, el maestro le pregunta a Isabel:  —Si en un bolsillo del pantalón encuentras cinco pesos y en el otro tres, ¿qué es lo que tienes?  E Isabel contesta:  —Los pantalones de otro, profe, porque yo nunca tengo dinero. ","4"
"En clase los niños están estudiando el cuerpo humano y la profe pregunta:  —Antonio, dime tres partes del cuerpo humano que empiecen con la letra «c».  Y dice Antonio: —Cabeza, corazón y cuello.  —Muy bien. Carlos, dime tres partes del cuerpo que empiecen con la letra «p».  Y Carlos dice:  —Pierna, páncreas y pulmón.  Muy bien. Ahora tú, Jaime. Dime tres partes del cuerpo que empiecen con la letra «z».  —¿Con la letra «z»? —responde Jaime—. ¡Ya sé! Las zejas, los zojos y las zuñas. ","5"
"—Juanito, ¿qué uso David para matar a Goliat?  —Una moto —contesta Juanito.  —¿Seguro? Piensa bien, ¿no fue una honda?  Y Juanito responde:  —Ah, ¿tenía que decir también la marca? ","4"
"Rosita está comiendo pan con mantequilla, pasa un niño y se lo tira al suelo. Una profesora ve llorar a la niña y le pregunta qué ha pasado.  —Juan me ha tirado el bocadillo al suelo —dice Rosita.  —¿Con intención? —pregunta la maestra.  Y la niña, llorando todavía más, dice:  —Nooooo, con mantequilla. ","4"
"Al final de un examen, un profesor le dice a un alumno que no ha sabido contestar ninguna pregunta:  —Te haré una última pregunta, y si la sabes, te aprobaré. ¿Cuántos pelos tiene la cola de un caballo?  —30.583.  —¿Cómo lo sabes?  —Perdone profesor, pero esa ya es otra pregunta. ","4"
"Dos niños están charlando en el patio y uno le dice al otro:  —Oye Pedro, cuando estás en casa y te aburres, ¿qué haces?  —Miro la televisión.  —¿Y si te aburres mucho?  —Entonces la enciendo. ","4"
"Miguel y Andrés se están riendo porque el profe de mates está calvo como una bombilla. Miguel le dice a su amigo:  —¿Sabes de qué moriría un piojo en la cabeza del profe?  —¿De hambre? —pregunta Andrés.  —No.  —¿De aburrimiento?  —No.  —Me rindo.  —¡De un resbalón! ","4"
"Un niño muy rico le dice a su amigo:  —Mis padres me han comprado un reloj de marca.  —¿Qué marca? —pregunta el amigo.  Y el niño rico contesta:  —¿Qué va a marcar? La hora. ","4"
"Dos niños que no se saben la lección aprovechan el recreo para repasar el examen de historia y uno pregunta:  —¿Quién era José, el carpintero?  El otro, convencido, responde:  —El padre de Jesús.  —¿Y quién era Jesús?  Y el otro, todavía más convencido, responde:  —El hijo de José, el carpintero. ","4"
"Jaimito va a una fiesta con su madre y esta, harta de que su hijo hable mal, le dice:  —Jaimito, si tienes ganas de ir al lavabo dime que te vas a América, ¿vale?  —Vale.  Ya en la fiesta, Jaimito le dice a su madre:  —Mami, me voy a América.  La madre, satisfecha, entiende lo que le dice su hijo, pero una señora que está hablando con ella no, y pregunta:  —¿Y qué harás solo en América, Jaimito?  Y el niño contesta:  —Nada, señora, a ver Chi-cago. ","5"
"Un abuelo le dice a su nieto: si te doy diez pesos para que los repartas con tu hermanito, ¿cuántos le tocaran a él?  —Dos, dice el niño.  —¿Cómo que dos? ¿Todavía no sabes dividir?  —Yo sí, pero mi hermanito no. ","5"
"A la salida del colegio, dos madres están hablando de sus hijos y una le dice a la otra:  —Pues a mi hijo le encanta cantar y bailar. De mayor quiere dedicarse a una de las dos cosas, pero todavía no sabe qué elegir.  La amiga contesta:  —Yo creo que debería elegir el baile.  —¿Por qué? —pregunta la madre—. ¿Le has visto bailar?  —No —responde la amiga—, le he oído cantar. ","4"
"Una niña está de visita en casa de una tía que acaba de conocer. Al verla, le dice:  —¡Fea!  El padre de la niña, avergonzado, le explica a su hija que no debe tratar así a la gente y que le diga a la señora que lo siente mucho. La niña, obediente, le dice a la tía:  —Tía, siento mucho que seas fea. ","4"
"Una niña está llorando desconsoladamente en un rincón del patio. Al verla, una amiga le pregunta:  —¿Por qué lloras?  —Es que mi mamá va a tener un nuevo hermanito.  La amiga, emocionada, le dice:  —No debes llorar por eso. Es una buena noticia.  Pero la niña contesta:  —Es que la semana pasada compraron un coche nuevo.  —¿Y eso qué tiene que ver?  Y la niña, llorando todavía más, contesta:  —Pues que en la tienda cogieron el coche nuevo y dejaron el viejo. ","4"
"Un niño está haciendo los deberes y le pregunta a su padre:  —Papá, ¿qué está más lejos, la Luna o Nueva York?  El padre, quejándose de que el niño le haga una pregunta tan tonta, lo lleva a la ventana, señala al cielo y le pregunta:  —¿Qué ves?  —La luna, papá.  —Entonces, ¿qué crees que queda más lejos? ¿Ves Nueva York por algún lado? ","4"
"A la hora del almuerzo, un niño pregunta:  —¿Por qué papá tiene tan poco cabello?  La madre, que no sabe qué decir, contesta:  —Es que tu padre es muy inteligente y piensa mucho.  El niño, todavía con dudas, vuelve a preguntar:  —¿Y tú por qué tienes tanto?","4"
"El médico le dice a su paciente que tiene cara de poca salud: -Le tengo dos noticias -Dígame primero la buena doctor -¿Cuál buena?","5"
"Un niño que está haciendo un trabajo para el colegio le pregunta a su madre:  —Mamá, ¿yo nací de día o de noche?  —De noche —contesta la madre.  —¿Y te desperté? ","5"
"En clase, una niña le pregunta a su amiga:  —¿Sabes cómo se llama el padre de E.T.?  —No —contesta la amiga.  —Donete.","4"
"Dos amigos están en la fila del comedor y uno le dice al otro:  —¿Te has fijado? La nueva cocinera es un sol.  El amigo contesta:  —No, no me he fijado. ¿Por qué lo dices?  Y el primero contesta:  —Porque lo quema todo. ","4"
"¿Qué le dijo una uva verde a una uva morada?  —Respira, respira… ","5"
"Pedro va a la pastelería y compra una caja de bombones. Al llegar a casa, se los come todos en treinta segundos. Al verlo, su hermana le recrimina:  —¡Te has comido todos los bombones! ¿Y no te has acordado de mí?  Y Pedro contesta:  —Claro que me he acordado de ti, por eso me los he comido tan rápido. ","4"
"Pablo Remalas está tan de malas que el único día en que le prendió el auto se lo apagaron los bomberos.  ","5"
"Pablo Remalas camina por la calle. Pasa una paloma y deja caer su excremento justo en la frente de Pablo, que dice optimista: «¡Menos mal que no hay vacas voladoras!»","4"
"¡Qué risa!      Benito entra riendo a la sala donde su papá está leyendo el periódico. Su papá, al escuchar las tremendas risotadas de su hijo, baja el periódico y le pregunta:      —¿De qué te ríes, Benito?      —¡Je, je, je! Es que hoy recordé esa historia tan divertida que me contaste de cuando eras un niño como yo y perdiste el año en el colegio. ¡Ji, ji, ji, ji!      —¡Oh, sí! ¡Ja, ja, ja! ¡Eso fue muy divertido!      —Bueno, prepárate para seguir riendo, papá, ¡porque también acabo de perder el año! ¡Ji, ji, ji!  ","4"
"Pre pre pregggguuuuunnnnttttaaaaa      Pregunta, pregunta, pregunta: ¿Cómo se llama el hermano menor de Godzilla?      El hermano menor de Godzilla se llama «Godzallo».","4"
"Al bobo Tanainas le dieron una computadora para que la manejara, y la estrelló en la esquina.","5"
"Benito llega corriendo donde su papá:      —¿Papi, papi, me prestas una linterna?      —¿Una linterna? —pregunta intrigado—. ¿Para qué quieres una linterna?      —Es que quiero iluminar a una niña que quiere ser mi novia.      —¡Benito! —le dice enojado—, eso no se debe hacer. Yo nunca usé una linterna para iluminar a tu mamá.      A lo que responde el niño con seguridad:      —Pues por no tener linterna, mira lo que terminaste escogiendo.  ","4"
"Sonríe tanto que siempre tiene los dientes fríos.  ","5"
"El pastor felicita a uno de los feligreses en la iglesia:      «Lo felicito. Le escuché por casualidad decir en la cafetería de la iglesia que usted y su mujer son una pareja inseparable. ¡Me parece muy bien lo que dijo!»      El feligrés le aclara al pastor:      «Gracias, pastor, pero parece que no escuchó todo lo que dije. Es cierto, somos una pareja inseparable. ¡El otro día, por ejemplo, se necesitaron diez policías y tres perros entrenados para separarnos!»","4"
"Una pareja de viejitos en vísperas de casarse entran a la farmacia. El viejito le pregunta al que atiende:      —¿Señor, tiene aquí remedios para la artritis?      —Sí, señor, aquí hay.      —¿Y tiene remedios para la caída del cabello?      —Sí, señor, aquí tengo.      —¿Y para el mal de Alzhaimer?      —Sí, señor, aquí hay.      —¿Y para el reuma?      —Sí, señor, aquí hay.      —¿Y viagra?      —Sí, señor, aquí hay.      El viejito se voltea y le dice a su novia:      —Vieja, cuando nos casemos, ¿ponemos en esta farmacia la lluvia de regalos?","4"
"Al entrar al salón de belleza, el hombre le dice a la señorita: «Señorita, hágame un corte de la siguiente manera: adelante déjeme medio mechón largo y el otro medio corto; en el centro de la cabeza hágame cortes profundos con algunos huecos pelados; al lado derecho déjeme sin patilla pero no me corte de la parte de arriba; del lado izquierdo déjeme la patilla larga y un trazo de tijera que empiece ahi y termine atrás; allá atrás deje todo disparejo con un hueco pelado en el centro …»      La señorita le interrumpe y le dice:      «¡Señor, pero qué peinado más raro y más feo es ese!»      A lo que el cliente responde disgustado:      «¡Así me dejaste la vez pasada, principiante irresponsable!»","4"
"Mientras lee el periódico, el hombre descubre que hay un artículo que habla acerca de la comunicación entre el hombre y la mujer. Este informa que en promedio las mujeres hablan al día treinta mil palabras, mientras que el hombre habla solo quince mil. No lo piensa más. Llama a su esposa y, luego de contarle sobre el informe, le pregunta qué piensa. A lo que la mujer contesta sin vacilaciones:      «Sí, es verdad, nosotras hablamos el doble que ustedes porque nos toca repetirles las cosas dos veces a los hombres».      Ante esto el hombre exclama confundido:      «¿Qué?»  ","4"
